"Geneid","Chr","Start","End","Strand","Length","CL1","CL2","CL3","LB1","LB2","LB3"
"PA3215","NC_002516.2",3603994,3605007,"-",1014,2669,2660,913,4320,4694,3657
"PA3216","NC_002516.2",3605150,3605467,"+",318,1732,1743,580,3110,3384,2959
"PA3217","NC_002516.2",3605684,3607075,"+",1392,2184,2472,562,2563,2381,2137
"PA3219","NC_002516.2",3608117,3608929,"-",813,428,550,115,782,514,384
"PA3220","NC_002516.2",3609076,3609840,"+",765,490,492,263,1070,1385,651
"PA3221","NC_002516.2",3609905,3610240,"+",336,365,435,130,556,543,422
"PA3222","NC_002516.2",3610250,3611149,"+",900,507,564,164,799,836,658
"PA3223","NC_002516.2",3611254,3611895,"-",642,448,560,124,831,476,398
"PA3224","NC_002516.2",3612042,3612359,"-",318,3770,5423,1316,5704,5858,4147
"PA3225","NC_002516.2",3612559,3613488,"+",930,2702,2720,1198,3890,4994,2347
"PA3226","NC_002516.2",3613495,3614322,"+",828,1788,1958,660,2371,2297,1599
"PA3227","NC_002516.2",3614304,3614867,"+",564,2109,3158,675,2087,2157,2149
"PA3228","NC_002516.2",3614930,3616762,"+",1833,4090,5582,1263,4381,4423,4326
"PA3229","NC_002516.2",3617044,3617310,"+",267,1206,1619,380,1792,1881,3425
"PA3230","NC_002516.2",3617343,3618467,"-",1125,2258,2411,654,2350,2405,3130
"PA3231","NC_002516.2",3618726,3618884,"-",159,5724,5385,571,3735,3332,6232
"PA3232","NC_002516.2",3618993,3619619,"-",627,432,408,127,711,499,493
"PA3233","NC_002516.2",3619616,3621415,"-",1800,968,886,255,1632,1194,879
"PA3234","NC_002516.2",3621505,3623160,"-",1656,2677,4301,944,4750,4880,2133
"PA3235","NC_002516.2",3623157,3623468,"-",312,1045,1671,511,4127,4032,805
"PA3236","NC_002516.2",3623686,3624543,"-",858,977,1361,283,1356,1048,1312
"PA3237","NC_002516.2",3624837,3625058,"+",222,20685,8303,1763,6769,6584,51488
"PA3238","NC_002516.2",3625201,3626562,"+",1362,15679,11209,2043,5398,5668,21785
"PA3239","NC_002516.2",3626566,3627369,"+",804,1862,1817,405,1584,1610,2827
"PA3240","NC_002516.2",3627509,3628366,"+",858,1856,2227,695,3690,3687,2784
"PA3241","NC_002516.2",3628430,3629599,"-",1170,1005,950,303,1146,1273,1278
"PA3242","NC_002516.2",3629667,3630605,"-",939,2319,2842,722,3126,3665,2086
"PA3243","NC_002516.2",3630765,3631556,"+",792,1291,1814,329,1169,973,1145
"PA3244","NC_002516.2",3631618,3632433,"+",816,5992,9780,1724,5677,5923,6348
"PA3245","NC_002516.2",3632430,3632684,"+",255,2487,3710,658,2453,2377,3353
"PA3246","NC_002516.2",3632788,3633423,"+",636,636,770,147,528,465,409
"PA3247","NC_002516.2",3633592,3634881,"+",1290,3578,3344,1434,4859,6151,4058
"PA3248","NC_002516.2",3634924,3635475,"-",552,982,620,398,1412,1962,1248
"PA3249","NC_002516.2",3635541,3636257,"-",717,835,785,300,1359,1556,1090
"PA3250","NC_002516.2",3636621,3637679,"+",1059,1834,1947,515,2403,2493,2386
"PA3251","NC_002516.2",3637734,3638543,"+",810,566,460,170,830,679,927
"PA3252","NC_002516.2",3638540,3639379,"+",840,664,674,167,1170,667,903
"PA3253","NC_002516.2",3639366,3640163,"+",798,615,756,146,984,534,708
"PA3254","NC_002516.2",3640166,3641161,"+",996,877,1116,230,976,847,1161
"PA3255","NC_002516.2",3641233,3641811,"+",579,1994,2289,554,1889,1993,2773
"PA3256","NC_002516.2",3641872,3642834,"-",963,2004,2404,701,2624,2912,3195
"PA3257","NC_002516.2",3642964,3645060,"+",2097,27920,35270,7284,26750,29203,32087
"PA3258","NC_002516.2",3645099,3646904,"+",1806,4101,5251,1190,4789,4328,4021
"PA3259","NC_002516.2",3646918,3647397,"-",480,1476,1034,767,2403,3649,1430
"PA3260","NC_002516.2",3647755,3648066,"-",312,2150,3223,1136,3809,5273,2501
"PA3261","NC_002516.2",3648170,3648916,"+",747,9839,8926,2730,13333,13762,10528
"PA3262","NC_002516.2",3649705,3650466,"-",762,8585,11687,2373,6637,7680,3850
"PA3262.1","NC_002516.2",3650722,3650798,"-",77,1088,1960,334,1463,2196,491
"PA3262.2","NC_002516.2",3650815,3650890,"-",76,873,1581,265,1230,1801,365
"PA3263","NC_002516.2",3651056,3651976,"+",921,1412,1824,397,1688,1539,1007
"PA3264","NC_002516.2",3652063,3652998,"+",936,782,843,320,1094,1164,711
"PA3265","NC_002516.2",3653138,3653452,"+",315,894,1070,275,1373,1288,1224
"PA3266","NC_002516.2",3653667,3653876,"+",210,21862,21069,5683,28803,30903,19390
"PA3267","NC_002516.2",3653937,3655811,"-",1875,3224,4200,1000,5204,4851,3905
"PA3268","NC_002516.2",3655986,3658151,"-",2166,1763,2554,457,3071,1358,1636
"PA3269","NC_002516.2",3658248,3659102,"-",855,1122,1054,328,1241,1254,1287
"PA3270","NC_002516.2",3659169,3659756,"-",588,1729,2224,604,2269,2645,2306
"PA3271","NC_002516.2",3660022,3663501,"+",3480,4014,4585,1485,7201,7409,4581
"PA3272","NC_002516.2",3663509,3667855,"-",4347,2300,1904,719,2942,3676,3481
"PA3273","NC_002516.2",3667924,3668307,"-",384,1770,1287,392,1723,1989,2896
"PA3274","NC_002516.2",3668474,3668761,"+",288,4246,4980,553,2643,2719,4001
"PA3275","NC_002516.2",3668840,3669169,"-",330,751,541,145,553,560,693
"PA3276","NC_002516.2",3669166,3669588,"-",423,590,615,139,631,574,580
"PA3277","NC_002516.2",3669821,3670633,"-",813,1434,2010,511,2047,2124,817
"PA3278","NC_002516.2",3670759,3671058,"-",300,4036,6428,1487,10647,9826,2425
"PA3279","NC_002516.2",3671227,3672549,"-",1323,493,672,107,1210,439,418
"PA3280","NC_002516.2",3673008,3674324,"-",1317,1190,1665,302,1679,1206,1316
"PA3281","NC_002516.2",3674570,3675160,"-",591,241,279,43,421,194,200
"PA3282","NC_002516.2",3675163,3675897,"-",735,245,251,28,499,175,160
"PA3283","NC_002516.2",3675894,3676748,"-",855,426,560,82,844,391,372
"PA3284","NC_002516.2",3676767,3677081,"-",315,307,352,64,386,266,300
"PA3285","NC_002516.2",3677720,3678331,"-",612,2513,2432,617,3028,3008,3669
"PA3286","NC_002516.2",3678334,3679386,"-",1053,6401,7211,1580,5833,6388,9966
"PA3287","NC_002516.2",3679946,3680461,"+",516,16598,13935,3858,9988,12449,13717
"PA3288","NC_002516.2",3680465,3680968,"-",504,5611,3644,1143,4211,6026,6953
"PA3289","NC_002516.2",3681048,3681461,"+",414,1942,1477,458,2312,2798,2806
"PA3290","NC_002516.2",3681500,3684148,"-",2649,5932,7335,2068,9278,10538,8379
"PA3291","NC_002516.2",3684163,3684717,"-",555,345,478,146,839,621,639
"PA3292","NC_002516.2",3684905,3685762,"-",858,32,14,16,43,80,51
"PA3293","NC_002516.2",3685759,3686574,"-",816,186,128,63,259,263,175
"PA3294","NC_002516.2",3686584,3688650,"-",2067,343,538,95,507,274,191
"PA3295","NC_002516.2",3688879,3689316,"-",438,1450,1493,453,1791,1764,1363
"PA3296","NC_002516.2",3689521,3690951,"+",1431,257,251,58,945,196,155
"PA3297","NC_002516.2",3691024,3695004,"-",3981,5323,6321,1826,7342,7790,6765
"PA3298","NC_002516.2",3695179,3695481,"-",303,220,282,51,491,336,213
"PA3299","NC_002516.2",3695511,3697199,"-",1689,5249,8559,1604,5987,5737,5527
"PA3300","NC_002516.2",3697434,3699122,"-",1689,2910,4049,712,3195,2499,4233
"PA3301","NC_002516.2",3699369,3700319,"+",951,1105,1453,366,1420,1507,1483
"PA3302","NC_002516.2",3700316,3700786,"+",471,1322,1626,379,1456,1532,2588
"PA3303","NC_002516.2",3700937,3702112,"+",1176,726,772,254,1323,1176,762
"PA3304","NC_002516.2",3702093,3702950,"-",858,641,644,167,979,673,669
"PA3303a","NC_002516.2",3702977,3703180,"-",204,235,275,56,347,207,217
"PA3304.1","NC_002516.2",3703022,3703156,"-",135,212,229,49,314,172,197
"PA3305","NC_002516.2",3703167,3705161,"-",1995,2021,2325,777,4060,4234,1792
"PA3305.1","NC_002516.2",3705309,3705521,"-",213,5657,16242,6021,91528,74563,12608
"PA3306","NC_002516.2",3705890,3706492,"-",603,2752,2723,1092,4559,5347,2949
"PA3307","NC_002516.2",3706546,3706854,"-",309,1278,1290,516,2714,3094,1796
"PA3308","NC_002516.2",3707090,3709942,"+",2853,2747,3971,702,3520,2690,2240
"PA3309","NC_002516.2",3710225,3710680,"+",456,24095,32353,23293,136819,181353,50218
"PA3310","NC_002516.2",3710749,3712404,"-",1656,3742,5767,1491,7419,7726,3320
"PA3311","NC_002516.2",3712560,3714911,"+",2352,4057,4104,1301,9584,9979,9442
"PA3312","NC_002516.2",3714915,3715805,"-",891,844,626,243,1525,1907,2045
"PA3313","NC_002516.2",3715804,3716811,"+",1008,1310,1785,368,1096,911,1254
"PA3314","NC_002516.2",3716808,3717611,"+",804,333,358,101,340,401,601
"PA3315","NC_002516.2",3717605,3718438,"+",834,152,92,34,159,125,153
"PA3316","NC_002516.2",3718435,3719205,"+",771,173,169,50,265,175,198
"PA3317","NC_002516.2",3719329,3720057,"+",729,406,506,111,496,532,413
"PA3318","NC_002516.2",3720123,3720623,"+",501,266,334,82,539,472,384
"PA3319","NC_002516.2",3720681,3722759,"-",2079,1012,1081,265,1946,1051,946
"PA3320","NC_002516.2",3722990,3723445,"-",456,173,208,70,405,186,187
"PA3321","NC_002516.2",3723534,3724448,"+",915,457,474,178,651,818,486
"PA3322","NC_002516.2",3724456,3725154,"-",699,1196,1304,401,1272,1431,1298
"PA3323","NC_002516.2",3725580,3726455,"+",876,713,932,189,1484,1178,1128
"PA3324","NC_002516.2",3726452,3728230,"+",1779,1151,1048,317,1758,1558,1947
"PA3325","NC_002516.2",3728240,3729127,"+",888,800,762,202,1008,796,1202
"PA3326","NC_002516.2",3729471,3730076,"-",606,12154,17607,3845,16015,19788,17608
"PA3327","NC_002516.2",3730557,3737615,"+",7059,4203,3944,1121,6752,7289,8036
"PA3328","NC_002516.2",3737612,3738778,"+",1167,370,340,88,444,365,975
"PA3329","NC_002516.2",3738775,3740103,"+",1329,681,770,172,966,726,1460
"PA3330","NC_002516.2",3740105,3741019,"+",915,380,359,79,553,508,977
"PA3331","NC_002516.2",3741012,3742268,"+",1257,625,752,157,731,545,1224
"PA3332","NC_002516.2",3742265,3742690,"+",426,419,530,92,423,306,1073
"PA3333","NC_002516.2",3742694,3743686,"+",993,626,722,139,630,447,1274
"PA3334","NC_002516.2",3743700,3743939,"+",240,757,1117,113,865,621,1925
"PA3335","NC_002516.2",3744057,3744809,"+",753,1136,1149,314,1812,1765,2146
"PA3336","NC_002516.2",3744901,3746067,"+",1167,515,598,247,942,1100,521
"PA3337","NC_002516.2",3746078,3747076,"-",999,1949,3055,1895,9226,11127,2123
"PA3338","NC_002516.2",3747166,3747456,"-",291,1300,1368,334,1886,1806,1444
"PA3339","NC_002516.2",3747525,3749711,"+",2187,2070,2346,502,2605,2090,3077
"PA3340","NC_002516.2",3749719,3751767,"-",2049,3843,3478,965,5932,6206,5079
"PA3341","NC_002516.2",3752044,3752478,"-",435,2716,3394,978,3576,4532,2961
"PA3342","NC_002516.2",3752596,3753612,"-",1017,1862,2290,386,2022,1640,2416
"PA3343","NC_002516.2",3753763,3754932,"-",1170,3272,3559,827,4101,4240,4637
"PA3344","NC_002516.2",3755021,3757159,"-",2139,7891,10334,3089,10727,12897,7204
"PA3345","NC_002516.2",3757243,3757593,"-",351,2757,3330,799,3695,4085,3280
"PA3346","NC_002516.2",3757659,3759374,"-",1716,23975,23868,7423,31152,32724,34554
"PA3347","NC_002516.2",3759376,3759681,"-",306,30907,28424,8044,45948,41353,46524
"PA3348","NC_002516.2",3759996,3760820,"-",825,13882,19177,4903,14367,19810,18387
"PA3349","NC_002516.2",3760897,3761829,"-",933,46099,62380,23252,83713,111593,58690
"PA3350","NC_002516.2",3761961,3762659,"+",699,8462,11204,3962,18629,22042,9655
"PA3351","NC_002516.2",3762804,3763127,"+",324,15368,20023,5643,28096,35768,14551
"PA3352","NC_002516.2",3763182,3763652,"+",471,11100,15465,4531,17501,25040,10719
"PA3353","NC_002516.2",3763681,3764472,"+",792,11619,13550,4133,17164,20008,12691
"PA3354","NC_002516.2",3764476,3765087,"-",612,4239,3564,1668,7932,9789,5991
"PA3355","NC_002516.2",3765129,3766433,"-",1305,4103,3476,1398,7213,7968,5314
"PA3356","NC_002516.2",3766617,3767858,"-",1242,6385,7624,2553,10942,14391,9226
"PA3357","NC_002516.2",3768184,3769530,"+",1347,800,717,276,1368,1487,1030
"PA3358","NC_002516.2",3769587,3770465,"+",879,159,129,43,264,280,209
"PA3359","NC_002516.2",3770470,3771480,"-",1011,622,870,146,856,630,600
"PA3360","NC_002516.2",3771503,3772561,"-",1059,283,228,91,516,493,317
"PA3361","NC_002516.2",3773029,3773376,"+",348,18320,26039,9482,79495,95487,19619
"PA3362","NC_002516.2",3773430,3773948,"-",519,2,2,0,2,3,2
"PA3363","NC_002516.2",3773991,3774581,"-",591,1238,1276,181,1219,825,1683
"PA3364","NC_002516.2",3774578,3775735,"-",1158,2615,2201,393,3271,2549,3211
"PA3365","NC_002516.2",3775761,3776876,"-",1116,2376,1606,285,1987,2073,2568
"PA3366","NC_002516.2",3776959,3777999,"-",1041,17398,24808,5826,27765,31238,18545
"PA3366.1","NC_002516.2",3778034,3778133,"-",100,3486,5128,1327,7926,7950,3316
"PA3367","NC_002516.2",3778266,3778604,"+",339,2,0,0,1,0,1
"PA3368.1","NC_002516.2",3778654,3778730,"-",77,0,0,0,0,0,0
"PA3368","NC_002516.2",3778704,3779369,"+",666,817,722,198,1399,1252,897
"PA3369","NC_002516.2",3779562,3779840,"+",279,5115,6004,2361,9959,10908,7751
"PA3370","NC_002516.2",3779930,3780076,"+",147,5981,8690,2791,10370,11255,8207
"PA3371","NC_002516.2",3780128,3780313,"+",186,4155,6152,1863,6743,7011,5700
"PA3372","NC_002516.2",3780362,3781132,"-",771,1488,1230,601,1940,1889,1667
"PA3373","NC_002516.2",3781123,3781680,"-",558,662,493,216,826,1254,829
"PA3374","NC_002516.2",3781680,3782843,"-",1164,622,536,192,1039,1127,627
"PA3375","NC_002516.2",3782833,3783549,"-",717,199,152,57,257,124,159
"PA3376","NC_002516.2",3783599,3784414,"-",816,330,356,111,607,443,322
"PA3377","NC_002516.2",3784411,3785295,"-",885,534,624,157,867,513,401
"PA3378","NC_002516.2",3785292,3786392,"-",1101,424,382,130,747,456,344
"PA3379","NC_002516.2",3786392,3787021,"-",630,103,60,30,191,66,79
"PA3380","NC_002516.2",3787021,3787479,"-",459,30,29,8,82,24,30
"PA3381","NC_002516.2",3787489,3788211,"-",723,114,140,23,261,84,69
"PA3382","NC_002516.2",3788232,3789026,"-",795,231,274,45,352,123,111
"PA3383","NC_002516.2",3789093,3790097,"-",1005,265,378,49,740,141,147
"PA3384","NC_002516.2",3790150,3790986,"-",837,380,455,84,832,359,437
"PA3385","NC_002516.2",3791347,3791673,"+",327,215987,226325,54857,349238,353738,229392
"PA3386","NC_002516.2",3791827,3792192,"+",366,8391,9357,2292,7038,10227,7059
"PA3387","NC_002516.2",3792290,3793060,"+",771,449,455,110,769,481,323
"PA3388","NC_002516.2",3793113,3793808,"+",696,383,352,137,737,821,360
"PA3390","NC_002516.2",3793815,3794117,"-",303,371,473,136,888,670,378
"PA3389","NC_002516.2",3794178,3794591,"+",414,372,443,77,877,360,322
"PA3391","NC_002516.2",3794819,3796966,"+",2148,19836,20409,6366,24908,29682,8161
"PA3392","NC_002516.2",3797009,3798919,"+",1911,2997,6260,1346,4153,4187,1456
"PA3393","NC_002516.2",3798916,3800202,"+",1287,841,1295,292,1296,1133,497
"PA3394","NC_002516.2",3800199,3801113,"+",915,157,143,68,327,415,148
"PA3395","NC_002516.2",3801104,3801931,"+",828,134,134,40,263,197,51
"PA3396","NC_002516.2",3801948,3802484,"+",537,116,94,43,234,237,40
"PA3397","NC_002516.2",3802567,3803343,"-",777,3499,5907,889,2219,2153,1830
"PA3398","NC_002516.2",3803617,3804543,"+",927,1432,1656,475,1577,1818,2109
"PA3399","NC_002516.2",3804545,3804886,"-",342,890,925,305,1189,1397,1597
"PA3400","NC_002516.2",3804940,3806073,"-",1134,791,958,190,1074,678,749
"PA3401","NC_002516.2",3806070,3807242,"-",1173,719,650,205,966,782,743
"PA3402","NC_002516.2",3807246,3808217,"-",972,833,706,227,996,1077,825
"PA3403","NC_002516.2",3808318,3808803,"-",486,326,461,92,763,349,357
"PA3403a","NC_002516.2",3808978,3809265,"+",288,2783,3657,555,2368,2538,2117
"PA3404","NC_002516.2",3809258,3810613,"-",1356,1452,1555,288,1264,1471,1223
"PA3405","NC_002516.2",3810610,3811941,"-",1332,156,112,29,257,95,81
"PA3406","NC_002516.2",3811938,3813740,"-",1803,115,66,35,257,154,88
"PA3407","NC_002516.2",3813958,3814575,"-",618,1266,1372,437,1952,2165,1637
"PA3408","NC_002516.2",3814661,3817336,"-",2676,1116,1264,279,1893,780,970
"PA3409","NC_002516.2",3817546,3818532,"-",987,203,138,24,193,67,100
"PA3410","NC_002516.2",3818597,3819112,"-",516,274,273,37,259,92,100
"PA3411","NC_002516.2",3819189,3819407,"-",219,128,89,14,73,69,67
"PA3412","NC_002516.2",3819527,3819796,"-",270,534,456,111,867,623,663
"PA3413","NC_002516.2",3820006,3820272,"+",267,3814,4471,1135,6158,5659,3922
"PA3414","NC_002516.2",3820308,3820892,"+",585,2332,2208,1007,5119,7092,3009
"PA3415","NC_002516.2",3821385,3822497,"-",1113,3654,2840,2335,11286,18079,5911
"PA3416","NC_002516.2",3822515,3823516,"-",1002,4265,3992,2871,14401,22285,6256
"PA3417","NC_002516.2",3823509,3824606,"-",1098,3891,3468,2325,12273,18884,5278
"PA3418","NC_002516.2",3824748,3825773,"-",1026,19711,20972,6491,41240,49195,21856
"PA3419","NC_002516.2",3826019,3826831,"+",813,1941,1129,494,1972,2613,2553
"PA3420","NC_002516.2",3826838,3829321,"-",2484,425,350,131,608,647,507
"PA3421","NC_002516.2",3829471,3830841,"-",1371,938,1060,272,1931,1636,1119
"PA3422","NC_002516.2",3830898,3832655,"-",1758,1241,1621,373,2187,1546,1294
"PA3423","NC_002516.2",3832940,3833683,"+",744,636,709,201,1316,789,725
"PA3424","NC_002516.2",3833774,3835180,"+",1407,555,588,203,1218,1246,692
"PA3425","NC_002516.2",3835215,3835559,"+",345,374,380,172,638,867,591
"PA3426","NC_002516.2",3835579,3836349,"-",771,711,507,298,1426,2060,1163
"PA3427","NC_002516.2",3836466,3837377,"-",912,614,777,238,1329,1054,763
"PA3428","NC_002516.2",3837493,3837786,"-",294,342,289,75,669,481,392
"PA3429","NC_002516.2",3837885,3838781,"-",897,315,302,82,642,595,679
"PA3430","NC_002516.2",3838778,3839557,"-",780,1048,1526,369,2756,2680,1954
"PA3431","NC_002516.2",3839686,3840372,"-",687,418,586,318,4160,4972,674
"PA3432","NC_002516.2",3840359,3840748,"-",390,281,378,192,2385,2731,360
"PA3433","NC_002516.2",3840844,3841737,"+",894,692,587,204,981,934,803
"PA3434","NC_002516.2",3842274,3843290,"-",1017,145,198,48,221,180,110
"PA3435","NC_002516.2",3843653,3844105,"-",453,1874,2281,723,2465,2862,1550
"PA3436","NC_002516.2",3844385,3844942,"+",558,147,146,45,248,180,153
"PA3437","NC_002516.2",3845053,3845757,"+",705,1208,1523,460,1907,1935,1449
"PA3438","NC_002516.2",3845775,3846335,"+",561,1987,3064,674,2736,2538,2996
"PA3439","NC_002516.2",3846337,3846708,"+",372,1446,2287,456,1960,1899,2946
"PA3440","NC_002516.2",3846837,3847148,"+",312,1558,2912,450,1369,1268,1194
"PA3440a","NC_002516.2",3847200,3847538,"+",339,1477,2307,449,1266,1290,1664
"PA3441","NC_002516.2",3847718,3847933,"-",216,2527,1339,202,853,863,1896
"PA3442","NC_002516.2",3847974,3848798,"-",825,1202,642,127,493,466,872
"PA3443","NC_002516.2",3848795,3849583,"-",789,565,794,154,443,209,219
"PA3444","NC_002516.2",3849604,3850752,"-",1149,511,564,150,459,196,187
"PA3445","NC_002516.2",3850830,3851801,"-",972,1893,2217,503,933,585,449
"PA3446","NC_002516.2",3851920,3852513,"-",594,1678,1796,436,507,344,277
"PA3447","NC_002516.2",3852667,3853416,"-",750,195,125,57,320,208,174
"PA3448","NC_002516.2",3853413,3854237,"-",825,259,200,92,343,256,195
"PA3449","NC_002516.2",3854241,3855242,"-",1002,28435,27852,11832,54361,67407,32395
"PA3450","NC_002516.2",3855493,3856131,"-",639,7824,12242,2767,7485,9371,4839
"PA3451","NC_002516.2",3856337,3856546,"+",210,4423,4708,1139,9742,8395,9413
"PA3452","NC_002516.2",3856749,3858320,"+",1572,3501,5405,1208,3869,3983,2888
"PA3453","NC_002516.2",3858544,3859209,"-",666,442,617,145,620,629,406
"PA3454","NC_002516.2",3859338,3860522,"-",1185,814,1412,494,3025,743,845
"PA3455","NC_002516.2",3860675,3862165,"-",1491,4506,5476,1553,6349,7010,5426
"PA3456","NC_002516.2",3862309,3864273,"+",1965,557,363,235,840,1105,467
"PA3457","NC_002516.2",3864374,3865126,"+",753,484,434,193,889,1180,478
"PA3458","NC_002516.2",3865281,3865754,"-",474,3122,4377,1579,5564,7003,3688
"PA3459","NC_002516.2",3865897,3867666,"+",1770,9979,11100,2441,11798,12866,9871
"PA3460","NC_002516.2",3867707,3869464,"+",1758,4972,4626,1255,6519,8129,6846
"PA3461","NC_002516.2",3869461,3870657,"+",1197,3254,3362,884,3780,4430,4484
"PA3462","NC_002516.2",3870795,3873554,"+",2760,2157,1967,664,3104,2871,2927
"PA3463","NC_002516.2",3873606,3873836,"+",231,447,510,95,486,465,713
"PA3464","NC_002516.2",3874654,3875979,"-",1326,913,791,201,1084,1026,959
"PA3465","NC_002516.2",3876196,3877911,"+",1716,3564,3748,1408,7227,8190,4132
"PA3466","NC_002516.2",3878033,3879373,"-",1341,1286,1575,448,1668,1854,1335
"PA3467","NC_002516.2",3879559,3880926,"+",1368,335,337,68,730,336,455
"PA3468","NC_002516.2",3881093,3882421,"+",1329,1019,1422,300,1455,932,827
"PA3469","NC_002516.2",3882441,3882983,"+",543,231,231,77,254,266,236
"PA3470","NC_002516.2",3882980,3883438,"+",459,336,314,93,406,432,373
"PA3471","NC_002516.2",3883560,3885254,"-",1695,3136,4446,1061,4397,4123,4042
"PA3472","NC_002516.2",3885711,3886307,"+",597,6516,7698,2278,8773,12981,6878
"PA3473","NC_002516.2",3886328,3887227,"-",900,1337,1106,406,1706,1667,2230
"PA3474","NC_002516.2",3887224,3888084,"-",861,676,694,189,851,560,842
"PA3475","NC_002516.2",3888178,3888984,"-",807,2302,2807,640,2242,2240,5145
"PA3476","NC_002516.2",3889139,3889744,"-",606,14309,19476,4287,15464,18805,17993
"PA3477","NC_002516.2",3889925,3890650,"-",726,129968,178777,50818,279622,274307,180936
"PA3478","NC_002516.2",3890775,3892055,"-",1281,61648,67466,32940,109669,146057,59136
"PA3479","NC_002516.2",3892121,3893008,"-",888,163818,211982,85590,289667,350539,135480
"PA3480","NC_002516.2",3893432,3893998,"-",567,3366,5055,1190,4172,5295,2871
"PA3481","NC_002516.2",3894099,3895193,"-",1095,2168,2151,942,3014,3570,2379
"PA3482","NC_002516.2",3895324,3897357,"+",2034,16131,20449,5980,24015,26052,17844
"PA3483","NC_002516.2",3897391,3898191,"+",801,4052,4156,1284,7456,7374,6271
"PA3484","NC_002516.2",3898278,3899504,"+",1227,806,891,257,1539,1063,886
"PA3485","NC_002516.2",3899501,3899938,"+",438,209,221,64,425,334,250
"PA3486","NC_002516.2",3900233,3902659,"+",2427,1771,1750,528,2665,2557,2189
"PA3487","NC_002516.2",3902663,3905962,"+",3300,3047,3389,772,4283,3207,3602
"PA3488","NC_002516.2",3906055,3907089,"+",1035,1203,1508,329,2172,1612,1801
"PA3489","NC_002516.2",3907268,3907852,"+",585,1498,2095,468,2034,2657,836
"PA3490","NC_002516.2",3907849,3908415,"+",567,535,455,201,746,1176,409
"PA3491","NC_002516.2",3908412,3910736,"+",2325,1019,1000,313,1429,1611,1101
"PA3492","NC_002516.2",3910739,3911773,"+",1035,478,365,112,594,554,629
"PA3493","NC_002516.2",3911773,3912417,"+",645,350,272,87,451,454,519
"PA3494","NC_002516.2",3912410,3913132,"+",723,716,776,206,982,885,884
"PA3495","NC_002516.2",3913129,3913767,"+",639,1303,1694,284,1502,1231,1900
"PA3496","NC_002516.2",3913876,3914055,"+",180,1882,2202,394,2776,2331,3353
"PA3497","NC_002516.2",3914117,3915337,"-",1221,0,0,0,1,1,2
"PA3498","NC_002516.2",3915807,3916763,"-",957,1,1,0,1,1,3
"PA3499","NC_002516.2",3916778,3917212,"-",435,0,0,0,0,2,1
"PA3500","NC_002516.2",3917209,3918228,"-",1020,1,2,0,1,0,2
"PA3501","NC_002516.2",3918251,3918469,"-",219,0,0,0,0,1,1
"PA3502","NC_002516.2",3918471,3918788,"-",318,0,0,0,0,0,0
"PA3503","NC_002516.2",3918796,3919760,"-",965,0,1,0,1,1,0
"PA3504","NC_002516.2",3919774,3921258,"-",1485,28,63,13,33,24,17
"PA3505","NC_002516.2",3921270,3922073,"-",804,1,1,0,0,0,2
"PA3506","NC_002516.2",3922084,3923766,"-",1683,5,1,3,3,2,3
"PA3507","NC_002516.2",3923759,3924556,"-",798,0,3,0,0,2,0
"PA3508","NC_002516.2",3924543,3925376,"-",834,0,2,0,1,4,0
"PA3509","NC_002516.2",3925369,3926238,"-",870,0,2,0,0,0,0
"PA3510","NC_002516.2",3926247,3926777,"-",531,0,0,0,0,1,0
"PA3511","NC_002516.2",3926791,3927552,"-",762,2,0,0,0,4,0
"PA3512","NC_002516.2",3927558,3928334,"-",777,1,0,1,0,1,1
"PA3513","NC_002516.2",3928331,3929338,"-",1008,17,14,5,16,9,12
"PA3514","NC_002516.2",3929379,3930230,"-",852,0,0,0,1,2,2
"PA3515","NC_002516.2",3930743,3931816,"-",1074,1924,2453,591,2716,2890,2500
"PA3516","NC_002516.2",3931866,3933317,"-",1452,894,953,230,1367,915,928
"PA3517","NC_002516.2",3933317,3934750,"-",1434,779,635,219,1555,1338,969
"PA3518","NC_002516.2",3934781,3935767,"-",987,376,470,71,879,263,285
"PA3519","NC_002516.2",3935800,3936837,"-",1038,1317,1440,322,1599,1048,885
"PA3520","NC_002516.2",3937238,3937432,"-",195,13231,15169,3606,10557,12300,12919
"PA3521","NC_002516.2",3938020,3939495,"-",1476,212,200,52,324,239,207
"PA3522","NC_002516.2",3939492,3942653,"-",3162,1854,1885,520,3105,2402,2000
"PA3523","NC_002516.2",3942650,3943807,"-",1158,703,594,207,956,1025,671
"PA3524","NC_002516.2",3944184,3944570,"+",387,7457,10035,2336,12970,12247,4580
"PA3525","NC_002516.2",3944662,3945879,"-",1218,10615,15164,4300,14281,19456,7956
"PA3526","NC_002516.2",3945997,3946962,"-",966,3377,4031,1199,5412,7114,3747
"PA3527","NC_002516.2",3947095,3948141,"+",1047,1211,1439,354,1500,1374,926
"PA3528","NC_002516.2",3948138,3948812,"+",675,2361,2950,750,3113,3008,3285
"PA3529","NC_002516.2",3948991,3949593,"-",603,58949,100541,27227,79432,117456,87316
"PA3530","NC_002516.2",3949853,3950074,"+",222,19474,15347,2187,6475,6937,13779
"PA3531","NC_002516.2",3950284,3950760,"+",477,3801,11133,4615,71596,76686,7635
"PA3532","NC_002516.2",3950827,3951978,"-",1152,844,979,322,2192,2720,667
"PA3533","NC_002516.2",3952061,3952387,"-",327,59348,81250,20621,108484,115006,60985
